,query,lab1,lab2,lab3,lab4,lab5,word_count,has_num,char_count,char_per_word,noun_count,verb_count,prep_count,meaning_count,categories,super_categories,sup1,sup2,sup3,sup4,sup_cat_bool,bools,label1,label2,label3,label4,label5,label6,label7
335,green tomato mincemeat,Living\Food & Cooking,Information\Other,,,,3,False,22,7.333333333333332,2,0,0,2,"['Living\\Food & Cooking', 'Information\\Other']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
336,greyhoundlines,Living\Travel & Vacation,Shopping\Buying Guides & Researching,Information\Local & Regional ,Information\References & Libraries,Shopping\Bargains & Discounts,1,False,14,14.0,0,0,0,5,"['Living\\Travel & Vacation', 'Shopping\\Buying Guides & Researching', 'Information\\Local & Regional ', 'Information\\References & Libraries', 'Shopping\\Bargains & Discounts']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
337,guru rinpoche practice,Living\Religion & Belief,Information\Arts & Humanities,Information\Local & Regional ,,,3,False,22,7.333333333333332,3,0,0,3,"['Living\\Religion & Belief', 'Information\\Arts & Humanities', 'Information\\Local & Regional ']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
338,habbo hotel cheats,Entertainment\Games & Toys,Information\Other,Computers\Internet & Intranet,Online Community\Forums & Groups,Online Community\Other,3,False,18,6.0,1,0,0,5,"['Entertainment\\Games & Toys', 'Information\\Other', 'Computers\\Internet & Intranet', 'Online Community\\Forums & Groups', 'Online Community\\Other']","['Computers', 'Entertainment', 'Information', 'Online']",Online, 'Information', 'Entertainment',['Computers',"[True, True, True, False, True, False, False]","['TRUE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE', 'FALSE']",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
339,halloween pirate costume,Living\Fashion & Apparel,Entertainment\Humor & Fun,Living\Family & Kids,Shopping\Buying Guides & Researching,Shopping\Stores & Products,3,False,24,8.0,2,0,0,5,"['Living\\Fashion & Apparel', 'Entertainment\\Humor & Fun', 'Living\\Family & Kids', 'Shopping\\Buying Guides & Researching', 'Shopping\\Stores & Products']","['Entertainment', 'Living', 'Shopping']",Shopping, 'Living',['Entertainment',,"[False, True, False, True, False, True, False]","['FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
340,hand made bird feeder,Living\Pets & Animals,Living\Landscaping & Gardening,Information\Arts & Humanities,Shopping\Buying Guides & Researching,Shopping\Stores & Products,4,False,21,5.25,3,0,0,5,"['Living\\Pets & Animals', 'Living\\Landscaping & Gardening', 'Information\\Arts & Humanities', 'Shopping\\Buying Guides & Researching', 'Shopping\\Stores & Products']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
341,healthaccess,Living\Health & Fitness,Information\Companies & Industries,Information\Local & Regional ,Information\References & Libraries,,1,False,12,12.0,1,0,0,4,"['Living\\Health & Fitness', 'Information\\Companies & Industries', 'Information\\Local & Regional ', 'Information\\References & Libraries']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
342,heartache,Living\Health & Fitness,Entertainment\Music,Living\Dating & Relationships,Information\Arts & Humanities,Information\Science & Technology,1,False,9,9.0,1,0,0,5,"['Living\\Health & Fitness', 'Entertainment\\Music', 'Living\\Dating & Relationships', 'Information\\Arts & Humanities', 'Information\\Science & Technology']","['Entertainment', 'Information', 'Living']",Living, 'Information',['Entertainment',,"[False, True, True, True, False, False, False]","['FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
343,heartburn,Living\Health & Fitness,Information\Science & Technology,Entertainment\Movies,Information\Arts & Humanities,,1,False,9,9.0,1,0,0,4,"['Living\\Health & Fitness', 'Information\\Science & Technology', 'Entertainment\\Movies', 'Information\\Arts & Humanities']","['Entertainment', 'Information', 'Living']",Living, 'Information',['Entertainment',,"[False, True, True, True, False, False, False]","['FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
344,heelys,Sports\Other,Information\Companies & Industries,Living\Fashion & Apparel,Shopping\Stores & Products,Shopping\Buying Guides & Researching,1,False,6,6.0,1,0,0,5,"['Sports\\Other', 'Information\\Companies & Industries', 'Living\\Fashion & Apparel', 'Shopping\\Stores & Products', 'Shopping\\Buying Guides & Researching']","['Information', 'Living', 'Shopping', 'Sports']",Sports, 'Shopping', 'Living',['Information',"[False, False, True, True, False, True, True]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'TRUE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
345,hilton maldives,Living\Travel & Vacation,Information\Companies & Industries,Shopping\Buying Guides & Researching,Information\Local & Regional ,,2,False,15,7.5,1,0,0,4,"['Living\\Travel & Vacation', 'Information\\Companies & Industries', 'Shopping\\Buying Guides & Researching', 'Information\\Local & Regional ']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
346,hip clothing,Living\Fashion & Apparel,Information\Companies & Industries,Information\Arts & Humanities,Shopping\Stores & Products,Shopping\Buying Guides & Researching,2,False,12,6.0,2,0,0,5,"['Living\\Fashion & Apparel', 'Information\\Companies & Industries', 'Information\\Arts & Humanities', 'Shopping\\Stores & Products', 'Shopping\\Buying Guides & Researching']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
347,history of jerusalem,Information\Arts & Humanities,Information\Local & Regional ,Living\Religion & Belief,Information\Law & Politics,,3,False,20,6.666666666666668,2,0,1,4,"['Information\\Arts & Humanities', 'Information\\Local & Regional ', 'Living\\Religion & Belief', 'Information\\Law & Politics']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
348,hms capitol,Living\Finance & Investment,Living\Real Estate,Information\Companies & Industries,Shopping\Buying Guides & Researching,,2,False,11,5.5,2,0,0,4,"['Living\\Finance & Investment', 'Living\\Real Estate', 'Information\\Companies & Industries', 'Shopping\\Buying Guides & Researching']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
349,holes movie,Entertainment\Movies,Information\Companies & Industries,Shopping\Buying Guides & Researching,,,2,False,11,5.5,1,0,0,3,"['Entertainment\\Movies', 'Information\\Companies & Industries', 'Shopping\\Buying Guides & Researching']","['Entertainment', 'Information', 'Shopping']",Shopping, 'Information',['Entertainment',,"[False, True, True, False, False, True, False]","['FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'TRUE', 'FALSE']",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
350,home brewing kit,Living\Food & Cooking,Living\Furnishing & Houseware,Shopping\Buying Guides & Researching,Shopping\Stores & Products,Information\Companies & Industries,3,False,16,5.333333333333333,3,0,0,5,"['Living\\Food & Cooking', 'Living\\Furnishing & Houseware', 'Shopping\\Buying Guides & Researching', 'Shopping\\Stores & Products', 'Information\\Companies & Industries']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
351,home gym equipment,Living\Health & Fitness,Living\Furnishing & Houseware,Shopping\Buying Guides & Researching,Shopping\Stores & Products,Information\Companies & Industries,3,False,18,6.0,3,0,0,5,"['Living\\Health & Fitness', 'Living\\Furnishing & Houseware', 'Shopping\\Buying Guides & Researching', 'Shopping\\Stores & Products', 'Information\\Companies & Industries']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
352,home office phone system,Living\Other,Computers\Networks & Telecommunication,Shopping\Buying Guides & Researching,Shopping\Stores & Products,Information\Companies & Industries,4,False,24,6.0,4,0,0,5,"['Living\\Other', 'Computers\\Networks & Telecommunication', 'Shopping\\Buying Guides & Researching', 'Shopping\\Stores & Products', 'Information\\Companies & Industries']","['Computers', 'Information', 'Living', 'Shopping']",Shopping, 'Living', 'Information',['Computers',"[True, False, True, True, False, True, False]","['TRUE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
353,home theater equipment,Living\Other,Computers\Multimedia,Shopping\Buying Guides & Researching,Shopping\Stores & Products,Information\Companies & Industries,3,False,22,7.333333333333332,3,0,0,5,"['Living\\Other', 'Computers\\Multimedia', 'Shopping\\Buying Guides & Researching', 'Shopping\\Stores & Products', 'Information\\Companies & Industries']","['Computers', 'Information', 'Living', 'Shopping']",Shopping, 'Living', 'Information',['Computers',"[True, False, True, True, False, True, False]","['TRUE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
354,homes for sale in atlanta ga,Living\Real Estate,Information\Local & Regional ,Shopping\Auctions & Bids,,,6,False,28,4.666666666666667,2,0,2,3,"['Living\\Real Estate', 'Information\\Local & Regional ', 'Shopping\\Auctions & Bids']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
355,honda cd player,Living\Car & Garage,Entertainment\Music,Shopping\Stores & Products,Shopping\Buying Guides & Researching,Information\Companies & Industries,3,False,15,5.0,3,0,0,5,"['Living\\Car & Garage', 'Entertainment\\Music', 'Shopping\\Stores & Products', 'Shopping\\Buying Guides & Researching', 'Information\\Companies & Industries']","['Entertainment', 'Information', 'Living', 'Shopping']",Shopping, 'Living', 'Information',['Entertainment',"[False, True, True, True, False, True, False]","['FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
356,honda elsinore,Information\Companies & Industries,Living\Car & Garage,Sports\Auto Racing,Shopping\Stores & Products,Shopping\Buying Guides & Researching,2,False,14,7.0,2,0,0,5,"['Information\\Companies & Industries', 'Living\\Car & Garage', 'Sports\\Auto Racing', 'Shopping\\Stores & Products', 'Shopping\\Buying Guides & Researching']","['Information', 'Living', 'Shopping', 'Sports']",Sports, 'Shopping', 'Living',['Information',"[False, False, True, True, False, True, True]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'TRUE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
357,hope publishing,Living\Book & Magazine,Information\Companies & Industries,Information\Arts & Humanities,,,2,False,15,7.5,2,0,0,3,"['Living\\Book & Magazine', 'Information\\Companies & Industries', 'Information\\Arts & Humanities']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
358,house for sale in florida,Living\Real Estate,Information\Local & Regional ,Shopping\Auctions & Bids,,,5,False,25,5.0,3,0,2,3,"['Living\\Real Estate', 'Information\\Local & Regional ', 'Shopping\\Auctions & Bids']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
359,how to get out of debt,Living\Finance & Investment,Information\Law & Politics,Information\Companies & Industries,Information\Other,,6,False,22,3.6666666666666665,1,1,2,4,"['Living\\Finance & Investment', 'Information\\Law & Politics', 'Information\\Companies & Industries', 'Information\\Other']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
360,how to play cricket,Sports\Other,Information\Other,,,,4,False,19,4.75,1,1,0,2,"['Sports\\Other', 'Information\\Other']","['Information', 'Sports']",Sports,['Information',,,"[False, False, True, False, False, False, True]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'TRUE']",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
361,hunting knifes,Living\Tools & Hardware,Sports\Outdoor Recreations,Shopping\Stores & Products,Shopping\Buying Guides & Researching,,2,False,14,7.0,1,0,0,4,"['Living\\Tools & Hardware', 'Sports\\Outdoor Recreations', 'Shopping\\Stores & Products', 'Shopping\\Buying Guides & Researching']","['Living', 'Shopping', 'Sports']",Sports, 'Shopping',['Living',,"[False, False, False, True, False, True, True]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'TRUE']",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
362,hutchinson public library,Information\References & Libraries,Information\Local & Regional ,,,,3,False,25,8.333333333333334,1,0,0,2,"['Information\\References & Libraries', 'Information\\Local & Regional ']",['Information'],Information,,,,"[False, False, True, False, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
363,idocket support,Information\Law & Politics,Information\References & Libraries,Shopping\Other,,,2,False,15,7.5,2,0,0,3,"['Information\\Law & Politics', 'Information\\References & Libraries', 'Shopping\\Other']","['Information', 'Shopping']",Shopping,['Information',,,"[False, False, True, False, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
364,incorporating in texas,Information\Companies & Industries,Information\Law & Politics,Information\Local & Regional ,,,3,False,22,7.333333333333332,1,0,1,3,"['Information\\Companies & Industries', 'Information\\Law & Politics', 'Information\\Local & Regional ']",['Information'],Information,,,,"[False, False, True, False, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
365,incumbent,Information\Law & Politics,,,,,1,False,9,9.0,1,0,0,1,['Information\\Law & Politics'],['Information'],Information,,,,"[False, False, True, False, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
366,indianrail,Information\Local & Regional ,Living\Travel & Vacation,Shopping\Other,,,1,False,10,10.0,1,0,0,3,"['Information\\Local & Regional ', 'Living\\Travel & Vacation', 'Shopping\\Other']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
367,insurance careers,Living\Career & Jobs,Living\Finance & Investment,,,,2,False,17,8.5,1,0,0,2,"['Living\\Career & Jobs', 'Living\\Finance & Investment']",['Living'],Living,,,,"[False, False, False, True, False, False, False]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
368,insurance policy,Living\Finance & Investment,Information\References & Libraries,,,,2,False,16,8.0,2,0,0,2,"['Living\\Finance & Investment', 'Information\\References & Libraries']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
369,internet explorer,Computers\Software,Computers\Internet & Intranet,Computers\Security,Computers\Multimedia,Information\Companies & Industries,2,False,17,8.5,2,0,0,5,"['Computers\\Software', 'Computers\\Internet & Intranet', 'Computers\\Security', 'Computers\\Multimedia', 'Information\\Companies & Industries']","['Computers', 'Information']",Information,['Computers',,,"[True, False, True, False, False, False, False]","['TRUE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
370,intrinsic,Information\Arts & Humanities,Computers\Multimedia,Computers\Software,Information\Science & Technology,Information\Companies & Industries,1,False,9,9.0,0,0,0,5,"['Information\\Arts & Humanities', 'Computers\\Multimedia', 'Computers\\Software', 'Information\\Science & Technology', 'Information\\Companies & Industries']","['Computers', 'Information']",Information,['Computers',,,"[True, False, True, False, False, False, False]","['TRUE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
371,irish food recipes,Living\Food & Cooking,Information\Other,Information\Local & Regional ,,,3,False,18,6.0,1,0,0,3,"['Living\\Food & Cooking', 'Information\\Other', 'Information\\Local & Regional ']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
372,iroc wheels,Living\Car & Garage,Shopping\Buying Guides & Researching,Shopping\Stores & Products,,,2,False,11,5.5,1,0,0,3,"['Living\\Car & Garage', 'Shopping\\Buying Guides & Researching', 'Shopping\\Stores & Products']","['Living', 'Shopping']",Shopping,['Living',,,"[False, False, False, True, False, True, False]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
373,is ron howard in the movie,Entertainment\Movies,Entertainment\Celebrities,Information\Arts & Humanities,,,6,False,26,4.333333333333333,2,0,1,3,"['Entertainment\\Movies', 'Entertainment\\Celebrities', 'Information\\Arts & Humanities']","['Entertainment', 'Information']",Information,['Entertainment',,,"[False, True, True, False, False, False, False]","['FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
374,islamic greetings,Living\Religion & Belief,Information\Arts & Humanities,,,,2,False,17,8.5,0,0,0,2,"['Living\\Religion & Belief', 'Information\\Arts & Humanities']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
375,iwon fantasy hockey,Sports\Hockey,Sports\News & Scores,Sports\Schedules & Tickets,Information\Other,,3,False,19,6.333333333333332,3,0,0,4,"['Sports\\Hockey', 'Sports\\News & Scores', 'Sports\\Schedules & Tickets', 'Information\\Other']","['Information', 'Sports']",Sports,['Information',,,"[False, False, True, False, False, False, True]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'TRUE']",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
376,jacket patches,Living\Fashion & Apparel,Living\Gifts & Collectables,Shopping\Stores & Products,Shopping\Buying Guides & Researching,,2,False,14,7.0,1,0,0,4,"['Living\\Fashion & Apparel', 'Living\\Gifts & Collectables', 'Shopping\\Stores & Products', 'Shopping\\Buying Guides & Researching']","['Living', 'Shopping']",Shopping,['Living',,,"[False, False, False, True, False, True, False]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
377,janet wojcik,Sports\Other,Sports\News & Scores,Online Community\People Search,,,2,False,12,6.0,2,0,0,3,"['Sports\\Other', 'Sports\\News & Scores', 'Online Community\\People Search']","['Online', 'Sports']",Sports,['Online',,,"[False, False, False, False, True, False, True]","['FALSE', 'FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE']",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
378,jann arden,Entertainment\Celebrities,Entertainment\Music,Information\Arts & Humanities,,,2,False,10,5.0,2,0,0,3,"['Entertainment\\Celebrities', 'Entertainment\\Music', 'Information\\Arts & Humanities']","['Entertainment', 'Information']",Information,['Entertainment',,,"[False, True, True, False, False, False, False]","['FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
379,jasons deli,Living\Food & Cooking,Information\Companies & Industries,Shopping\Other,Information\Local & Regional ,Shopping\Buying Guides & Researching,2,False,11,5.5,0,0,0,5,"['Living\\Food & Cooking', 'Information\\Companies & Industries', 'Shopping\\Other', 'Information\\Local & Regional ', 'Shopping\\Buying Guides & Researching']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
380,jeep floor mats,Living\Car & Garage,Shopping\Buying Guides & Researching,Shopping\Stores & Products,Information\Companies & Industries,,3,False,15,5.0,1,0,0,4,"['Living\\Car & Garage', 'Shopping\\Buying Guides & Researching', 'Shopping\\Stores & Products', 'Information\\Companies & Industries']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
381,jeep stroller,Living\Family & Kids,Shopping\Buying Guides & Researching,Shopping\Stores & Products,Information\Companies & Industries,,2,False,13,6.5,2,0,0,4,"['Living\\Family & Kids', 'Shopping\\Buying Guides & Researching', 'Shopping\\Stores & Products', 'Information\\Companies & Industries']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
382,jeffrey and thompson,Online Community\People Search,Information\Science & Technology,,,,3,False,20,6.666666666666668,2,0,0,2,"['Online Community\\People Search', 'Information\\Science & Technology']","['Information', 'Online']",Online,['Information',,,"[False, False, True, False, True, False, False]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
383,jennifer finnigan,Entertainment\Celebrities,Entertainment\TV,Entertainment\Movies,Information\Arts & Humanities,Entertainment\Pictures & Photos,2,False,17,8.5,2,0,0,5,"['Entertainment\\Celebrities', 'Entertainment\\TV', 'Entertainment\\Movies', 'Information\\Arts & Humanities', 'Entertainment\\Pictures & Photos']","['Entertainment', 'Information']",Information,['Entertainment',,,"[False, True, True, False, False, False, False]","['FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
384,jerry oliver,Entertainment\Celebrities,Entertainment\Music,Sports\Basketball,Online Community\People Search,Information\Arts & Humanities,2,False,12,6.0,2,0,0,5,"['Entertainment\\Celebrities', 'Entertainment\\Music', 'Sports\\Basketball', 'Online Community\\People Search', 'Information\\Arts & Humanities']","['Entertainment', 'Information', 'Online', 'Sports']",Sports, 'Online', 'Information',['Entertainment',"[False, True, True, False, True, False, True]","['FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE', 'TRUE']",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
385,jerry thompson,Online Community\People Search,Information\Companies & Industries,Living\Real Estate,Information\Science & Technology,,2,False,14,7.0,2,0,0,4,"['Online Community\\People Search', 'Information\\Companies & Industries', 'Living\\Real Estate', 'Information\\Science & Technology']","['Information', 'Living', 'Online']",Online, 'Living',['Information',,"[False, False, True, True, True, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
386,jessica mcclintock dress,Living\Fashion & Apparel,Information\Companies & Industries,Shopping\Buying Guides & Researching,Shopping\Stores & Products,,3,False,24,8.0,3,0,0,4,"['Living\\Fashion & Apparel', 'Information\\Companies & Industries', 'Shopping\\Buying Guides & Researching', 'Shopping\\Stores & Products']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
387,jewelry armoire,Living\Furnishing & Houseware,,,,,2,False,15,7.5,2,0,0,1,['Living\\Furnishing & Houseware'],['Living'],Living,,,,"[False, False, False, True, False, False, False]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
388,jobs in uae,Living\Career & Jobs,Information\Companies & Industries,Shopping\Buying Guides & Researching,Shopping\Stores & Products,,3,False,11,3.6666666666666665,1,0,1,4,"['Living\\Career & Jobs', 'Information\\Companies & Industries', 'Shopping\\Buying Guides & Researching', 'Shopping\\Stores & Products']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
